03:16:05 : CPU 37.5%, MEM 21.8%
03:16:06 : CPU 46.7%, MEM 21.8%
03:16:07 : CPU 40.0%, MEM 21.8%
03:16:08 : CPU 40.0%, MEM 21.8%
03:16:09 : CPU 33.3%, MEM 21.8%
03:16:10 : CPU 40.0%, MEM 21.8%
03:16:12 : CPU 46.7%, MEM 21.8%
03:16:13 : CPU 37.5%, MEM 21.8%
03:16:14 : CPU 43.8%, MEM 21.8%
03:16:15 : CPU 6.7%, MEM 21.8%
