03:04:32 : CPU 20.0%, MEM 4.9%
03:04:33 : CPU 6.7%, MEM 4.9%
03:04:35 : CPU 20.0%, MEM 4.9%
03:04:36 : CPU 12.5%, MEM 4.9%
03:04:37 : CPU 18.8%, MEM 4.9%
03:04:38 : CPU 26.7%, MEM 4.9%
03:04:39 : CPU 13.3%, MEM 4.9%
03:04:40 : CPU 20.0%, MEM 4.9%
03:04:42 : CPU 20.0%, MEM 4.9%
03:04:43 : CPU 13.3%, MEM 4.9%
03:04:44 : CPU 25.0%, MEM 4.9%
03:04:45 : CPU 18.8%, MEM 4.9%
03:04:46 : CPU 13.3%, MEM 4.9%
03:04:47 : CPU 20.0%, MEM 4.9%
03:04:49 : CPU 6.7%, MEM 4.9%
